1.0,1,13,4,1,71,0,8,0,0,A
2.0,1,13,3,1,72,0,7,0,0,A
3.0,1,13,3,1,72,0,7,0,0,A
4.0,1,13,3,1,72,0,8,0,0,A
5.0,1,13,3,1,73,0,8,0,0,A
6.0,1,12,3,1,72,0,8,0,0,A
7.0,1,13,3,1,73,0,8,0,0,A
8.0,1,13,3,1,73,0,8,0,0,A
9.0,1,14,3,1,72,0,8,0,0,A
10.0,1,13,3,1,72,0,8,0,0,A
11.0,1,12,3,1,73,0,8,0,0,A
12.0,1,12,3,1,73,0,8,0,0,A
13.0,1,12,3,1,73,0,8,0,0,A
14.0,1,12,3,1,73,0,8,0,0,A
15.0,1,12,3,1,73,0,8,0,0,A
16.0,1,12,3,1,73,0,8,0,0,A
17.0,1,12,3,1,73,0,8,0,0,A
18.0,1,14,3,0,71,0,9,0,0,A
19.0,1,13,3,1,72,0,8,0,0,A
20.0,1,13,3,1,72,0,8,0,0,A
21.0,1,12,3,1,72,0,8,0,0,A
22.0,1,14,3,0,72,0,9,0,0,A
23.0,1,12,3,1,72,0,8,0,0,A
24.0,1,12,3,1,73,0,8,0,0,A
25.0,1,13,3,1,72,0,8,0,0,A
26.0,1,12,3,1,73,0,8,0,0,A
27.0,1,13,3,1,72,0,8,0,0,A
28.0,1,12,3,1,73,0,8,0,0,A
29.0,1,12,3,1,73,0,8,0,0,A
30.0,1,13,3,1,72,0,8,0,0,A
31.0,1,12,3,1,73,0,8,0,0,A
32.0,1,12,3,1,73,0,8,0,0,A
33.0,1,12,3,1,72,0,8,0,0,A
34.0,1,12,3,1,73,0,8,0,0,A
35.0,1,12,3,1,72,0,8,0,0,A
36.0,1,13,3,1,72,0,8,0,0,A
37.0,1,13,3,1,71,0,8,0,0,A
38.0,1,12,3,1,72,0,8,0,0,A
39.0,1,14,3,0,71,0,9,0,0,A
40.0,1,14,3,0,71,0,9,0,0,A
41.0,1,12,3,1,73,0,8,0,0,A
42.0,1,12,3,1,73,0,8,0,0,A
43.0,1,13,3,1,72,0,8,0,0,A
44.0,1,13,3,0,71,0,9,0,0,A
45.0,1,12,3,1,72,0,8,0,0,A
46.0,1,13,3,1,71,0,9,0,0,A
47.0,1,13,3,1,72,0,8,0,0,A
48.0,1,13,3,0,71,0,9,0,0,A
49.0,1,13,3,0,71,0,10,0,0,A
50.0,1,13,3,1,72,0,8,0,0,A
51.0,1,13,3,0,71,0,10,0,0,A
52.0,1,13,3,1,72,0,9,0,0,A
53.0,1,13,2,1,72,0,9,0,0,A
54.0,1,13,2,1,72,0,9,0,0,A
55.0,1,13,2,1,72,0,9,0,0,A
56.0,1,12,2,1,73,0,9,0,0,A
57.0,1,12,3,1,72,0,8,0,0,A
58.0,1,12,3,1,72,0,8,0,0,A
59.0,1,13,3,1,72,0,8,0,0,A
60.0,1,13,3,1,72,0,8,0,0,A
61.0,1,13,3,1,72,0,8,0,0,A
62.0,1,13,3,1,71,0,8,0,0,A
63.0,1,13,3,0,71,0,9,0,0,A
64.0,1,14,3,0,71,0,9,0,0,A
65.0,1,13,3,0,72,0,9,0,0,A
66.0,1,13,3,1,71,0,9,0,0,A
67.0,1,13,3,0,72,0,9,0,0,A
68.0,1,13,3,0,72,0,9,0,0,A
69.0,1,13,3,0,72,0,9,0,0,A
70.0,1,13,3,0,71,0,10,0,0,A
71.0,1,14,3,1,71,0,7,0,0,B
72.0,1,13,3,1,71,0,8,0,0,B
73.0,1,13,3,1,73,0,7,0,0,B
74.0,1,13,3,1,72,0,7,0,0,B
75.0,1,13,3,1,73,0,7,0,0,B
76.0,1,13,3,1,73,0,7,0,0,B
77.0,1,13,3,1,72,0,8,0,0,B
78.0,1,13,3,1,72,0,8,0,0,B
79.0,1,13,3,1,72,0,7,0,0,B
80.0,1,12,3,1,72,0,7,0,0,B
81.0,1,12,3,2,72,0,7,0,0,B
82.0,1,13,3,1,73,0,7,0,0,B
83.0,1,13,3,1,72,0,8,0,0,B
84.0,1,13,3,1,72,0,8,0,0,B
85.0,1,14,3,2,72,1,7,0,0,B
86.0,1,13,3,1,72,0,8,0,0,B
87.0,1,13,3,1,73,0,8,0,0,B
88.0,1,13,3,1,72,0,8,0,0,B
89.0,1,13,3,1,72,0,8,0,0,B
90.0,1,12,3,1,73,0,8,0,0,B
91.0,1,12,3,1,72,0,8,0,0,B
92.0,1,12,3,1,73,0,8,0,0,B
93.0,1,13,3,1,73,0,8,0,0,B
94.0,1,13,3,1,73,0,8,0,0,B
95.0,1,12,3,1,73,0,8,0,0,B
96.0,1,13,3,1,72,0,8,0,0,B
97.0,1,13,3,1,72,0,9,0,0,B
98.0,1,12,3,1,73,0,8,0,0,B
99.0,1,12,2,1,73,0,8,0,0,B
100.0,1,12,2,1,72,0,8,0,0,B
101.0,1,12,2,1,73,0,8,0,0,B
102.0,1,12,2,1,72,0,9,0,0,B
103.0,1,12,2,0,73,0,9,0,0,B
104.0,1,13,3,0,70,0,11,0,0,B
105.0,1,13,2,1,71,0,10,0,0,B
106.0,1,11,0,1,72,0,13,0,0,B
107.0,1,10,0,2,69,0,13,3,0,B
108.0,1,12,0,1,70,0,16,0,0,B
109.0,1,14,0,1,72,0,11,0,0,B
110.0,1,13,0,0,74,0,10,0,0,B
111.0,1,11,0,0,73,0,14,0,0,B
112.0,1,11,0,0,73,0,14,0,0,B
113.0,1,12,0,0,72,0,14,0,0,B
114.0,1,13,3,1,72,0,8,0,0,B
115.0,1,13,3,1,72,0,8,0,0,B
116.0,1,13,3,1,72,0,8,0,0,B
117.0,1,13,3,1,72,0,8,0,0,B
118.0,1,13,3,1,72,0,7,0,0,B
119.0,1,13,3,1,72,0,8,0,0,B
120.0,1,13,3,1,72,0,7,0,0,B
121.0,1,13,3,1,72,0,8,0,0,B
122.0,1,12,3,1,72,0,8,0,0,B
123.0,1,13,3,1,72,0,8,0,0,B
124.0,1,13,3,1,72,0,7,0,0,B
125.0,1,13,3,1,72,0,8,0,0,B
126.0,1,12,3,1,72,0,8,0,0,B
127.0,1,12,3,1,72,0,8,0,0,B
128.0,1,13,2,1,71,0,9,0,0,B
129.0,1,13,2,1,72,0,9,0,0,B
130.0,1,13,1,1,71,0,10,0,0,B
131.0,1,13,1,1,72,0,11,0,0,B
132.0,1,13,0,1,71,0,13,0,0,B
133.0,1,13,3,1,72,0,8,0,0,B
134.0,1,13,3,1,71,0,8,0,0,B
135.0,1,13,3,1,72,0,8,0,0,B
136.0,1,13,3,1,72,0,8,0,0,B
137.0,1,13,3,1,73,0,8,0,0,B
